Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-233 E09603,A-688262,2025-11-08 08:44:02,2025-12-08,234972.25,234972.25,A0010012330006882621,30,-28
Destino-233 E09603,A-688264,2025-11-08 08:54:00,2025-12-08,234972.25,234972.25,A0010012330006882642,30,-28
Destino-233 E09603,A-688080,2025-11-07 21:04:01,2025-12-07,326815.45,326815.45,A0010012330006880807,30,-27
Destino-233 E09603,A-688082,2025-11-07 21:13:59,2025-12-07,326684.55,326684.55,A0010012330006880829,30,-27
Destino-233 E09603,A-687081,2025-11-05 14:35:06,2025-12-05,217964.23,217964.23,A0010012330006870817,30,-25
Destino-233 E09603,A-687082,2025-11-05 14:35:07,2025-12-05,217876.95,217876.95,A0010012330006870823,30,-25
Destino-233 E09603,A-687005,2025-11-05 08:24:02,2025-12-05,367837.53,367837.53,A0010012330006870050,30,-25
Destino-233 E09603,A-687008,2025-11-05 08:34:01,2025-12-05,367327.07,367327.07,A0010012330006870087,30,-25
Destino-233 E09603,A-688850,2025-11-10 11:14:04,2025-12-10,246323.96,246323.96,A0010012330006888508,30,-30
Destino-233 E09603,A-688868,2025-11-10 11:54:01,2025-12-10,351215.78,351215.78,A0010012330006888684,30,-30
Destino-233 E09603,A-688876,2025-11-10 12:04:05,2025-12-10,326837.27,326837.27,A0010012330006888764,30,-30
Destino-233 E09603,A-688821,2025-11-10 09:54:02,2025-12-10,246570.03,246570.03,A0010012330006888211,30,-30
Destino-233 E09603,A-682401,2025-10-23 08:35:18,2025-11-22,326771.81,326771.81,A0010012330006824018,30,-12
Destino-233 E09603,A-682402,2025-10-23 08:35:19,2025-11-22,326728.16,326728.16,A0010012330006824024,30,-12
Destino-233 E09603,A-679969,2025-10-16 12:35:14,2025-11-15,325615.44,325615.44,A0010012330006799692,30,-5
Destino-233 E09603,A-679974,2025-10-16 13:05:13,2025-11-15,325899.07,325899.07,A0010012330006799745,30,-5
Destino-233 E09603,A-678318,2025-10-11 13:25:13,2025-11-10,356760.49,356760.49,A0010012330006783185,30,0
Destino-233 E09603,A-678324,2025-10-11 13:35:11,2025-11-10,356808.15,356808.15,A0010012330006783244,30,0
Destino-233 E09603,A-678222,2025-10-11 09:15:14,2025-11-10,217964.23,217964.23,A0010012330006782226,30,0
Destino-233 E09603,A-678226,2025-10-11 09:25:15,2025-11-10,217876.95,217876.95,A0010012330006782268,30,0
Destino-233 E09603,A-678672,2025-10-13 08:45:14,2025-11-12,350298.64,350298.64,A0010012330006786728,30,-2
Destino-233 E09603,A-678681,2025-10-13 09:05:14,2025-11-12,326204.54,326204.54,A0010012330006786813,30,-2
Destino-233 E09603,A-679010,2025-10-14 06:25:11,2025-11-13,351838.11,351838.11,A0010012330006790105,30,-3
Destino-233 E09603,A-679029,2025-10-14 07:17:15,2025-11-13,326444.54,326444.54,A0010012330006790297,30,-3
Destino-233 E09603,A-679220,2025-10-14 16:05:13,2025-11-13,355450.18,355450.18,A0010012330006792200,30,-3
Destino-233 E09603,A-679225,2025-10-14 16:15:13,2025-11-13,355736.07,355736.07,A0010012330006792258,30,-3
Destino-233 E09603,A-681629,2025-10-21 11:45:18,2025-11-20,355838.43,355838.43,A0010012330006816294,30,-10
Destino-233 E09603,A-681634,2025-10-21 11:55:14,2025-11-20,355933.5,355933.5,A0010012330006816347,30,-10
Destino-233 E09603,A-681305,2025-10-20 16:05:16,2025-11-19,355054.11,355054.11,A0010012330006813058,30,-9
Destino-233 E09603,A-681308,2025-10-20 16:25:11,2025-11-19,355695.82,355695.82,A0010012330006813085,30,-9
Destino-233 E09603,A-681370,2025-10-20 19:15:17,2025-11-19,347769.33,347769.33,A0010012330006813708,30,-9
Destino-233 E09603,A-681379,2025-10-20 19:35:11,2025-11-19,326117.26,326117.26,A0010012330006813799,30,-9
Destino-233 E09603,A-680787,2025-10-18 12:25:19,2025-11-17,348746.98,348746.98,A0010012330006807878,30,-7
Destino-233 E09603,A-680795,2025-10-18 12:45:15,2025-11-17,356052.32,356052.32,A0010012330006807959,30,-7
Destino-233 E09603,A-682057,2025-10-22 11:45:16,2025-11-21,356147.4,217225.34,A0010012330006820570,30,-11
Destino-233 E09603,A-682059,2025-10-22 11:55:12,2025-11-21,355957.26,355957.26,A0010012330006820592,30,-11
Destino-233 E09603,A-677742,2025-10-10 06:45:11,2025-11-09,326968.17,326968.17,A0010012330006777425,30,1
Destino-233 E09603,A-677746,2025-10-10 06:45:14,2025-11-09,326859.07,326859.07,A0010012330006777467,30,1
Destino-233 E09603,A-683837,2025-10-27 13:45:27,2025-11-26,344019.46,344019.46,A0010012330006838377,30,-16
Destino-233 E09603,A-683838,2025-10-27 13:45:28,2025-11-26,325179.06,325179.06,A0010012330006838383,30,-16
Destino-233 E09603,A-686231,2025-11-03 12:14:09,2025-12-03,43287.39,43287.39,A0010012330006862311,30,-23
Destino-233 E09603,A-686151,2025-11-03 08:04:01,2025-12-03,365017.91,365017.91,A0010012330006861516,30,-23
Destino-233 E09603,A-686157,2025-11-03 08:24:03,2025-12-03,284248.06,284248.06,A0010012330006861579,30,-23
Destino-233 E09603,A-685962,2025-11-02 09:04:00,2025-12-02,346283.03,346283.03,A0010012330006859621,30,-22
Destino-233 E09603,A-685968,2025-11-02 09:24:04,2025-12-02,326968.17,326968.17,A0010012330006859684,30,-22
