Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-235 E00591,A-678303,2025-10-11 12:45:13,2025-11-10,237634.31,237634.31,A0010012350006783036,30,0
Destino-235 E00591,A-678307,2025-10-11 12:55:12,2025-11-10,237681.9,237681.9,A0010012350006783078,30,0
Destino-235 E00591,A-678221,2025-10-11 09:15:14,2025-11-10,217518.25,217518.25,A0010012350006782211,30,0
Destino-235 E00591,A-678224,2025-10-11 09:25:13,2025-11-10,217343.92,217343.92,A0010012350006782248,30,0
Destino-235 E00591,A-679553,2025-10-15 11:55:55,2025-11-14,217518.25,217518.25,A0010012350006795531,30,-4
Destino-235 E00591,A-679558,2025-10-15 11:55:59,2025-11-14,217409.3,217409.3,A0010012350006795589,30,-4
Destino-235 E00591,A-678732,2025-10-13 12:25:14,2025-11-12,217104.26,217104.26,A0010012350006787321,30,-2
Destino-235 E00591,A-678752,2025-10-13 13:25:16,2025-11-12,217147.84,217147.84,A0010012350006787523,30,-2
Destino-235 E00591,A-681623,2025-10-21 11:45:13,2025-11-20,217213.19,217213.19,A0010012350006816231,30,-10
Destino-235 E00591,A-681632,2025-10-21 11:55:13,2025-11-20,217431.09,217431.09,A0010012350006816327,30,-10
Destino-235 E00591,A-680733,2025-10-18 10:25:16,2025-11-17,217409.3,217409.3,A0010012350006807332,30,-7
Destino-235 E00591,A-680738,2025-10-18 10:35:15,2025-11-17,217540.04,217540.04,A0010012350006807380,30,-7
Destino-235 E00591,A-682616,2025-10-23 18:55:12,2025-11-22,217234.99,143155.07,A0010012350006826163,30,-12
Destino-235 E00591,A-682618,2025-10-23 19:05:13,2025-11-22,217278.56,217278.56,A0010012350006826184,30,-12
Destino-235 E00591,A-683831,2025-10-27 13:45:22,2025-11-26,229253.86,229253.86,A0010012350006838315,30,-16
Destino-235 E00591,A-683832,2025-10-27 13:45:23,2025-11-26,216581.33,216581.33,A0010012350006838321,30,-16
Destino-235 E00591,A-683843,2025-10-27 13:55:14,2025-11-26,236668.08,236668.08,A0010012350006838437,30,-16
Destino-235 E00591,A-683847,2025-10-27 14:05:13,2025-11-26,237024.31,237024.31,A0010012350006838479,30,-16
Destino-235 E00591,A-683895,2025-10-27 16:15:17,2025-11-26,216733.85,216733.85,A0010012350006838954,30,-16
Destino-235 E00591,A-683908,2025-10-27 16:25:20,2025-11-26,216908.15,216908.15,A0010012350006839087,30,-16
Destino-235 E00591,A-685433,2025-10-31 16:15:16,2025-11-30,216581.33,216581.33,A0010012350006854330,30,-20
Destino-235 E00591,A-685438,2025-10-31 16:25:16,2025-11-30,216232.71,216232.71,A0010012350006854388,30,-20
Destino-235 E00591,A-685964,2025-11-02 09:04:01,2025-12-02,217757.92,217757.92,A0010012350006859643,30,-22
Destino-235 E00591,A-685967,2025-11-02 09:24:03,2025-12-02,217648.99,217648.99,A0010012350006859679,30,-22
Destino-235 E00591,A-687003,2025-11-05 08:24:01,2025-12-05,217997.61,217997.61,A0010012350006870030,30,-25
Destino-235 E00591,A-687007,2025-11-05 08:34:00,2025-12-05,217975.81,217975.81,A0010012350006870072,30,-25
Destino-235 E00591,A-686337,2025-11-03 17:04:02,2025-12-03,242751.76,242751.76,A0010012350006863372,30,-23
Destino-235 E00591,A-686356,2025-11-03 18:04:01,2025-12-03,242630.37,242630.37,A0010012350006863569,30,-23
Destino-235 E00591,A-687965,2025-11-07 13:54:00,2025-12-07,230146.41,230146.41,A0010012350006879659,30,-27
Destino-235 E00591,A-687971,2025-11-07 14:04:03,2025-12-07,217256.79,217256.79,A0010012350006879718,30,-27
Destino-235 E00591,A-688455,2025-11-08 17:04:01,2025-12-08,216973.53,216973.53,A0010012350006884550,30,-28
Destino-235 E00591,A-688489,2025-11-08 20:04:01,2025-12-08,216777.43,216777.43,A0010012350006884896,30,-28
