Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-198 E09044,A-688441,2025-11-08 16:24:01,2025-12-08,215186.47,215186.47,A0010011980006884414,30,-28
Destino-198 E09044,A-688448,2025-11-08 16:34:05,2025-12-08,238105.18,238105.18,A0010011980006884483,30,-28
Destino-198 E09044,A-687231,2025-11-05 20:44:01,2025-12-05,215709.29,215709.29,A0010011980006872314,30,-25
Destino-198 E09044,A-687232,2025-11-05 21:04:00,2025-12-05,215491.46,215491.46,A0010011980006872320,30,-25
Destino-198 E09044,A-686353,2025-11-03 17:54:00,2025-12-03,240849.66,240849.66,A0010011980006863539,30,-23
Destino-198 E09044,A-686358,2025-11-03 18:04:02,2025-12-03,240801.09,240801.09,A0010011980006863587,30,-23
Destino-198 E09044,A-684688,2025-10-29 15:55:13,2025-11-28,214968.63,173648.04,A0010011980006846889,30,-18
Destino-198 E09044,A-684692,2025-10-29 16:05:13,2025-11-28,215033.99,215033.99,A0010011980006846928,30,-18
Destino-198 E09044,A-685872,2025-11-01 18:24:00,2025-12-01,215643.95,215643.95,A0010011980006858723,30,-21
Destino-198 E09044,A-685877,2025-11-01 18:43:59,2025-12-01,235290.13,235290.13,A0010011980006858770,30,-21
Destino-198 E09044,A-679673,2025-10-15 18:25:13,2025-11-14,215491.46,215491.46,A0010011980006796737,30,-4
Destino-198 E09044,A-679689,2025-10-15 19:55:11,2025-11-14,215447.9,215447.9,A0010011980006796892,30,-4
Destino-198 E09044,A-679279,2025-10-14 18:45:13,2025-11-13,232913.06,232913.06,A0010011980006792794,30,-3
Destino-198 E09044,A-679281,2025-10-14 18:45:14,2025-11-13,232936.53,232936.53,A0010011980006792810,30,-3
Destino-198 E09044,A-681677,2025-10-21 14:35:12,2025-11-20,214968.63,214968.63,A0010011980006816775,30,-10
Destino-198 E09044,A-681680,2025-10-21 14:45:11,2025-11-20,215099.34,215099.34,A0010011980006816807,30,-10
Destino-198 E09044,A-683333,2025-10-25 14:05:12,2025-11-24,214750.8,214750.8,A0010011980006833330,30,-14
Destino-198 E09044,A-683418,2025-10-25 19:25:11,2025-11-24,233324.19,233324.19,A0010011980006834182,30,-14
