Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-283 E11775,A-685696,2025-11-01 09:14:01,2025-11-16,238683.71,238683.71,A1010752830006856969,15,-6
Destino-283 E11775,A-685445,2025-10-31 16:45:00,2025-11-15,679883.62,679883.62,A1010752830006854453,15,-5
Destino-283 E11775,A-685692,2025-11-01 09:04:02,2025-11-16,239140.87,239140.87,A1010752830006856927,15,-6
Destino-283 E11775,A-684742,2025-10-29 19:05:17,2025-11-13,30846.1,30846.1,A1010752830006847422,15,-3
Destino-283 E11775,A-684747,2025-10-29 19:15:16,2025-11-13,196750.6,196750.6,A1010752830006847479,15,-3
Destino-283 E11775,A-684750,2025-10-29 19:25:13,2025-11-13,216405.3,216405.3,A1010752830006847501,15,-3
Destino-283 E11775,A-684377,2025-10-28 19:35:12,2025-11-12,233260.87,233260.87,A1010752830006843776,15,-2
Destino-283 E11775,A-684385,2025-10-28 19:45:16,2025-11-12,216251.88,216251.88,A1010752830006843856,15,-2
Destino-283 E11775,A-683355,2025-10-25 15:05:13,2025-11-09,215879.22,19879.22,A1010752830006833557,15,1
Destino-283 E11775,A-683365,2025-10-25 15:15:16,2025-11-09,215944.98,215944.98,A1010752830006833658,15,1
Destino-283 E11775,A-687167,2025-11-05 16:34:02,2025-11-20,227745.28,227745.28,A1010752830006871677,15,-10
Destino-283 E11775,A-687180,2025-11-05 16:54:00,2025-11-20,215966.91,215966.91,A1010752830006871800,15,-10
Destino-283 E11775,A-687949,2025-11-07 12:54:05,2025-11-22,681615.4,681615.4,A1010752830006879491,15,-12
