Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-462 E07270,A-686580,2025-11-04 07:53:59,2025-11-16,216347.64,216347.64,A1011644620006865809,12,-6
Destino-462 E07270,A-686626,2025-11-04 10:24:04,2025-11-16,232006.42,232006.42,A1011644620006866264,12,-6
Destino-462 E07270,A-686621,2025-11-04 10:24:00,2025-11-16,231889.04,231889.04,A1011644620006866216,12,-6
Destino-462 E07270,A-686585,2025-11-04 08:04:01,2025-11-16,216150.69,216150.69,A1011644620006865857,12,-6
Destino-462 E07270,A-686987,2025-11-05 07:24:01,2025-11-17,215975.61,215975.61,A1011644620006869875,12,-7
Destino-462 E07270,A-686989,2025-11-05 07:34:00,2025-11-17,215975.61,215975.61,A1011644620006869897,12,-7
Destino-462 E07270,A-687281,2025-11-05 23:44:01,2025-11-17,232687.28,232687.28,A1011644620006872810,12,-7
Destino-462 E07270,A-687284,2025-11-05 23:54:01,2025-11-17,232382.08,232382.08,A1011644620006872847,12,-7
Destino-462 E07270,A-687442,2025-11-06 08:44:00,2025-11-18,216435.18,216435.18,A1011644620006874425,12,-8
Destino-462 E07270,A-687447,2025-11-06 09:04:00,2025-11-18,215909.93,215909.93,A1011644620006874472,12,-8
Destino-462 E07270,A-686454,2025-11-03 23:44:03,2025-11-15,232828.15,232828.15,A1011644620006864542,12,-5
Destino-462 E07270,A-686457,2025-11-03 23:54:00,2025-11-15,232522.93,232522.93,A1011644620006864578,12,-5
Destino-462 E07270,A-686259,2025-11-03 13:44:01,2025-11-15,225194.11,225194.11,A1011644620006862597,12,-5
Destino-462 E07270,A-686267,2025-11-03 13:54:01,2025-11-15,225629.6,225629.6,A1011644620006862676,12,-5
Destino-462 E07270,A-686161,2025-11-03 08:44:00,2025-11-15,215866.18,215866.18,A1011644620006861616,12,-5
Destino-462 E07270,A-687897,2025-11-07 10:34:04,2025-11-19,731728.84,731728.84,A1011644620006878975,12,-9
Destino-462 E07270,A-687507,2025-11-06 11:44:03,2025-11-18,231818.61,231818.61,A1011644620006875074,12,-8
Destino-462 E07270,A-687512,2025-11-06 11:54:02,2025-11-18,232076.88,232076.88,A1011644620006875129,12,-8
Destino-462 E07270,A-687619,2025-11-06 17:54:02,2025-11-18,225698.36,225698.36,A1011644620006876195,12,-8
Destino-462 E07270,A-687624,2025-11-06 17:54:05,2025-11-18,225950.5,225950.5,A1011644620006876248,12,-8
Destino-462 E07270,A-687914,2025-11-07 11:44:04,2025-11-19,678739.84,678739.84,A1011644620006879147,12,-9
Destino-462 E07270,A-688775,2025-11-10 08:04:00,2025-11-22,216719.68,216719.68,A1011644620006887750,12,-12
Destino-462 E07270,A-688782,2025-11-10 08:24:01,2025-11-22,216019.38,216019.38,A1011644620006887825,12,-12
Destino-462 E07270,A-688313,2025-11-08 10:44:02,2025-11-20,215559.81,215559.81,A1011644620006883137,12,-10
Destino-462 E07270,A-688318,2025-11-08 10:54:01,2025-11-20,215516.05,215516.05,A1011644620006883185,12,-10
Destino-462 E07270,A-688394,2025-11-08 14:24:06,2025-11-20,740181.92,740181.92,A1011644620006883942,12,-10
