Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-314 E04266,A-688365,2025-11-08 12:54:03,2025-12-08,807581.61,807581.61,A0010013140006883655,30,-28
Destino-314 E04266,A-687147,2025-11-05 15:44:00,2025-12-05,964213.33,964213.33,A0010013140006871474,30,-25
Destino-314 E04266,A-683499,2025-10-26 08:24:50,2025-11-25,904029.9,904029.9,A0010013140006834990,30,-15
Destino-314 E04266,A-682913,2025-10-24 13:45:12,2025-11-23,999954.91,999954.91,A0010013140006829136,30,-13
Destino-314 E04266,A-681956,2025-10-22 07:28:21,2025-10-22,684088.08,684088.08,A0010013140006819561,0,19
Destino-314 E04266,A-680538,2025-10-17 22:08:31,2025-11-16,674176.21,674176.21,A0010013140006805387,30,-6
Destino-314 E04266,A-680539,2025-10-17 22:11:39,2025-10-17,674176.21,674176.21,A0010013140006805393,0,24
Destino-314 E04266,A-680744,2025-10-18 10:45:14,2025-11-17,1002097.57,1002097.57,A0010013140006807449,30,-7
Destino-314 E04266,A-679252,2025-10-14 17:15:11,2025-11-13,742183.31,742183.31,A0010013140006792526,30,-3
Destino-314 E04266,A-678908,2025-10-13 22:25:12,2025-11-12,908639.45,908639.45,A0010013140006789084,30,-2
Destino-314 E04266,A-678873,2025-10-13 19:25:14,2025-11-12,737296.06,730820.19,A0010013140006788737,30,-2
Destino-314 E04266,A-678024,2025-10-10 19:54:35,2025-11-09,962488.2,962488.2,A0010013140006780244,30,1
Destino-314 E04266,A-683807,2025-10-27 12:25:13,2025-11-26,911806.42,911806.42,A0010013140006838074,30,-16
Destino-314 E04266,A-685381,2025-10-31 13:35:05,2025-11-30,673654.35,673654.35,A0010013140006853818,30,-20
Destino-314 E04266,A-685344,2025-10-31 11:40:20,2025-11-30,909620.67,812844.19,A0010013140006853441,30,-20
Destino-314 E04266,A-682802,2025-10-24 08:00:34,2025-11-23,908493.25,908493.25,,30,-13
Destino-314 E04266,A-686136,2025-11-03 07:25:26,2025-12-03,342770.71,342770.71,A0010013140006861363,30,-23
Destino-314 E04266,A-686137,2025-11-03 07:26:16,2025-12-03,343486.53,343486.53,A0010013140006861378,30,-23
Destino-314 E04266,A-686270,2025-11-03 14:24:00,2025-12-03,945426.45,945426.45,A0010013140006862700,30,-23
Destino-314 E04266,A-686290,2025-11-03 15:18:19,2025-12-03,725606.16,725606.16,A0010013140006862903,30,-23
