Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-378 E11416,A-688706,2025-11-10 04:24:41,2025-11-28,233550.92,233550.92,A1011343780006887063,18,-18
Destino-378 E11416,A-688707,2025-11-10 04:24:42,2025-11-28,217722.79,217722.79,A1011343780006887078,18,-18
Destino-378 E11416,A-688174,2025-11-08 04:24:33,2025-11-26,233691.3,233691.3,A1011343780006881740,18,-16
Destino-378 E11416,A-688175,2025-11-08 04:24:34,2025-11-26,217657.32,217657.32,A1011343780006881755,18,-16
Destino-378 E11416,A-687396,2025-11-06 07:04:01,2025-11-24,231562.95,231562.95,A1011343780006873962,18,-14
Destino-378 E11416,A-687402,2025-11-06 07:14:00,2025-11-24,215869.25,215869.25,A1011343780006874025,18,-14
Destino-378 E11416,A-682318,2025-10-23 04:25:48,2025-11-10,225178.01,225178.01,A1011343780006823187,18,0
Destino-378 E11416,A-682319,2025-10-23 04:25:49,2025-11-10,225110.34,225110.34,A1011343780006823193,18,0
Destino-378 E11416,A-682744,2025-10-24 07:55:54,2025-11-11,212982.59,212982.59,A1011343780006827444,18,-1
Destino-378 E11416,A-682745,2025-10-24 07:55:55,2025-11-11,212982.59,212982.59,A1011343780006827459,18,-1
Destino-378 E11416,A-683363,2025-10-25 15:15:14,2025-11-12,224804.01,224804.01,A1011343780006833639,18,-2
Destino-378 E11416,A-683364,2025-10-25 15:15:15,2025-11-12,211049.76,211049.76,A1011343780006833645,18,-2
Destino-378 E11416,A-684092,2025-10-28 04:25:46,2025-11-15,225232.71,225232.71,A1011343780006840923,18,-5
Destino-378 E11416,A-684093,2025-10-28 04:25:47,2025-11-15,225187.6,225187.6,A1011343780006840938,18,-5
Destino-378 E11416,A-687204,2025-11-05 18:34:05,2025-11-23,230223.5,230223.5,A1011343780006872043,18,-13
Destino-378 E11416,A-687206,2025-11-05 18:54:00,2025-11-23,214984.1,214984.1,A1011343780006872064,18,-13
Destino-378 E11416,A-686140,2025-11-03 07:34:00,2025-11-21,230292.76,230292.76,A1011343780006861403,18,-11
Destino-378 E11416,A-686149,2025-11-03 07:54:02,2025-11-21,230338.95,230338.95,A1011343780006861494,18,-11
Destino-378 E11416,A-685238,2025-10-31 04:25:37,2025-11-18,225593.75,225593.75,A1011343780006852388,18,-8
Destino-378 E11416,A-685239,2025-10-31 04:25:38,2025-11-18,236420.98,236420.98,A1011343780006852394,18,-8
Destino-378 E11416,A-684573,2025-10-29 10:25:14,2025-11-16,225165.02,147596.28,A1011343780006845739,18,-6
Destino-378 E11416,A-684578,2025-10-29 10:35:12,2025-11-16,211645.46,211645.46,A1011343780006845787,18,-6
Destino-378 E11416,A-685519,2025-10-31 23:12:53,2025-11-18,224916.81,224916.81,A1011343780006855192,18,-8
Destino-378 E11416,A-685523,2025-10-31 23:12:56,2025-11-18,212326.26,212326.26,A1011343780006855239,18,-8
