Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-264 E04141,A-688507,2025-11-08 23:53:59,2025-12-08,747004.19,747004.19,A0010012640006885070,30,-28
Destino-264 E04141,A-688518,2025-11-09 04:24:05,2025-12-09,717376.69,717376.69,A0010012640006885188,30,-29
Destino-264 E04141,A-688753,2025-11-10 07:40:22,2025-12-10,685584.8,685584.8,A0010012640006887537,30,-30
Destino-264 E04141,A-687444,2025-11-06 08:44:01,2025-12-06,330449.82,330449.82,A0010012640006874446,30,-26
Destino-264 E04141,A-687437,2025-11-06 08:34:00,2025-12-06,330493.23,330493.23,A0010012640006874371,30,-26
Destino-264 E04141,A-680125,2025-10-16 22:05:14,2025-11-15,930988.97,922407.39,A0010012640006801250,30,-5
Destino-264 E04141,A-682119,2025-10-22 15:05:17,2025-11-21,958269.83,958269.83,A0010012640006821194,30,-11
Destino-264 E04141,A-677945,2025-10-10 15:05:12,2025-11-09,931979.62,931979.62,A0010012640006779454,30,1
Destino-264 E04141,A-678700,2025-10-13 10:25:11,2025-11-12,518707.71,518707.71,A0010012640006787003,30,-2
Destino-264 E04141,A-680712,2025-10-18 09:45:13,2025-11-17,1013317.76,1013317.76,A0010012640006807123,30,-7
Destino-264 E04141,A-685129,2025-10-30 17:45:12,2025-11-29,489427.58,409719.11,A0010012640006851291,30,-19
Destino-264 E04141,A-685148,2025-10-30 19:15:15,2025-11-29,514713.15,514713.15,A0010012640006851487,30,-19
Destino-264 E04141,A-684342,2025-10-28 17:45:20,2025-11-27,681506.71,681506.71,A0010012640006843423,30,-17
