Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-184 E11184,A-680141,2025-10-16 22:53:49,2025-11-15,674262.98,674262.98,A0010011840006801415,30,-5
Destino-184 E11184,A-683330,2025-10-25 13:45:12,2025-11-24,909485.38,909485.38,A0010011840006833309,30,-14
Destino-184 E11184,A-683551,2025-10-26 14:28:29,2025-11-25,704443.01,704443.01,A0010011840006835510,30,-15
Destino-184 E11184,A-684257,2025-10-28 14:17:11,2025-11-27,908756.42,908756.42,A0010011840006842579,30,-17
Destino-184 E11184,A-680568,2025-10-17 23:48:59,2025-11-16,698801.22,698801.22,A0010011840006805683,30,-6
Destino-184 E11184,A-680945,2025-10-19 08:19:44,2025-11-18,708358.77,708358.77,A0010011840006809451,30,-8
Destino-184 E11184,A-680946,2025-10-19 08:22:18,2025-11-18,674652.16,674652.16,A0010011840006809467,30,-8
Destino-184 E11184,A-682027,2025-10-22 10:45:11,2025-11-21,664608.95,664608.95,A0010011840006820271,30,-11
Destino-184 E11184,A-682032,2025-10-22 11:05:13,2025-11-21,353038.68,353038.68,A0010011840006820325,30,-11
Destino-184 E11184,A-682043,2025-10-22 11:15:21,2025-11-21,353133.92,353133.92,A0010011840006820431,30,-11
Destino-184 E11184,A-678430,2025-10-11 20:05:13,2025-11-10,908314.08,908314.08,A0010011840006784302,30,0
Destino-184 E11184,A-679194,2025-10-14 15:05:14,2025-11-13,740031.99,734986.71,A0010011840006791948,30,-3
Destino-184 E11184,A-685802,2025-11-01 14:24:03,2025-12-01,794106.18,794106.18,A0010011840006858021,30,-21
Destino-184 E11184,A-684684,2025-10-29 15:45:14,2025-11-28,864410.28,752502.99,A0010011840006846843,30,-18
Destino-184 E11184,A-686021,2025-11-02 14:21:13,2025-12-02,725670.77,725670.77,A0010011840006860210,30,-22
Destino-184 E11184,A-686954,2025-11-05 04:29:06,2025-12-05,737428.58,737428.58,A0010011840006869541,30,-25
Destino-184 E11184,A-687079,2025-11-05 14:35:04,2025-12-05,796707.41,796707.41,A0010011840006870795,30,-25
Destino-184 E11184,A-687080,2025-11-05 14:35:05,2025-12-05,865863.62,865863.62,A0010011840006870805,30,-25
Destino-184 E11184,A-688616,2025-11-09 19:25:03,2025-12-09,910570.1,910570.1,A0010011840006886169,30,-29
