Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-477 E03339,A-688641,2025-11-09 23:14:02,2025-11-29,217776.38,217776.38,A1011754770006886413,20,-19
Destino-477 E03339,A-688642,2025-11-09 23:14:03,2025-11-29,217449.39,217449.39,A1011754770006886429,20,-19
Destino-477 E03339,A-687611,2025-11-06 17:24:34,2025-11-26,214668.28,214668.28,A1011754770006876114,20,-16
Destino-477 E03339,A-687615,2025-11-06 17:44:02,2025-11-26,214732.97,214732.97,A1011754770006876156,20,-16
Destino-477 E03339,A-686534,2025-11-04 04:24:59,2025-11-24,236520.03,236520.03,A1011754770006865341,20,-14
Destino-477 E03339,A-686535,2025-11-04 04:25:00,2025-11-24,236472.6,236472.6,A1011754770006865356,20,-14
Destino-477 E03339,A-685599,2025-11-01 02:44:00,2025-11-21,214883.93,214883.93,A1011754770006855990,20,-11
Destino-477 E03339,A-685602,2025-11-01 02:44:03,2025-11-21,214840.78,214840.78,A1011754770006856027,20,-11
Destino-477 E03339,A-685280,2025-10-31 07:15:18,2025-11-20,212457.07,139883.53,A1011754770006852807,20,-10
Destino-477 E03339,A-685295,2025-10-31 07:45:18,2025-11-20,212478.32,212478.32,A1011754770006852957,20,-10
Destino-477 E03339,A-684575,2025-10-29 10:25:16,2025-11-18,665867.42,665867.42,A1011754770006845759,20,-8
Destino-477 E03339,A-684892,2025-10-30 04:26:00,2025-11-19,235366.66,235366.66,A1011754770006848926,20,-9
Destino-477 E03339,A-684893,2025-10-30 04:26:01,2025-11-19,235295.9,235295.9,A1011754770006848931,20,-9
Destino-477 E03339,A-684112,2025-10-28 04:26:01,2025-11-17,211755.82,211755.82,A1011754770006841120,20,-7
Destino-477 E03339,A-684113,2025-10-28 04:26:02,2025-11-17,211755.82,211755.82,A1011754770006841135,20,-7
Destino-477 E03339,A-684512,2025-10-29 07:05:14,2025-11-18,235814.68,165181.12,A1011754770006845127,20,-8
Destino-477 E03339,A-684515,2025-10-29 07:05:16,2025-11-18,235956.17,235956.17,A1011754770006845153,20,-8
Destino-477 E03339,A-683304,2025-10-25 12:15:15,2025-11-14,234305.47,234305.47,A1011754770006833047,20,-4
Destino-477 E03339,A-683305,2025-10-25 12:30:28,2025-11-14,234069.65,234069.65,A1011754770006833052,20,-4
Destino-477 E03339,A-683080,2025-10-24 23:15:17,2025-11-13,212688.51,212688.51,A1011754770006830802,20,-3
Destino-477 E03339,A-683083,2025-10-24 23:25:13,2025-11-13,212645.85,212645.85,A1011754770006830839,20,-3
