Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-466 E11949,A-688826,2025-11-10 10:04:01,2025-11-18,246919.8,246919.8,A1011684660006888262,8,-8
Destino-466 E11949,A-688827,2025-11-10 10:13:59,2025-11-18,246870.21,246870.21,A1011684660006888277,8,-8
Destino-466 E11949,A-688278,2025-11-08 09:14:02,2025-11-16,218079.97,218079.97,A1011684660006882788,8,-6
Destino-466 E11949,A-688273,2025-11-08 09:04:05,2025-11-16,220497.21,220497.21,A1011684660006882730,8,-6
Destino-466 E11949,A-687862,2025-11-07 09:34:03,2025-11-15,218057.97,218057.97,A1011684660006878628,8,-5
Destino-466 E11949,A-687869,2025-11-07 09:44:04,2025-11-15,237718.31,237718.31,A1011684660006878697,8,-5
Destino-466 E11949,A-687018,2025-11-05 09:04:02,2025-11-13,239845.07,239845.07,A1011684660006870182,8,-3
Destino-466 E11949,A-687021,2025-11-05 09:24:01,2025-11-13,217530.58,217530.58,A1011684660006870214,8,-3
Destino-466 E11949,A-686613,2025-11-04 09:24:03,2025-11-12,217596.5,217596.5,A1011684660006866130,8,-2
Destino-466 E11949,A-686604,2025-11-04 09:14:00,2025-11-12,219486.37,219486.37,A1011684660006866044,8,-2
Destino-466 E11949,A-686169,2025-11-03 09:34:00,2025-11-11,244121.32,60505.97,A1011684660006861695,8,-1
Destino-466 E11949,A-686172,2025-11-03 09:44:01,2025-11-11,243459.81,243459.81,A1011684660006861727,8,-1
