Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-479 E08867,A-688847,2025-11-10 11:14:01,2025-11-18,234944.36,234944.36,A1011814790006888470,8,-8
Destino-479 E08867,A-688852,2025-11-10 11:24:01,2025-11-18,234944.36,234944.36,A1011814790006888524,8,-8
Destino-479 E08867,A-688784,2025-11-10 08:24:02,2025-11-18,235348.04,235348.04,A1011814790006887841,8,-8
Destino-479 E08867,A-688791,2025-11-10 08:34:02,2025-11-18,235253.05,235253.05,A1011814790006887916,8,-8
Destino-479 E08867,A-688884,2025-11-10 12:34:01,2025-11-18,223995.83,223995.83,A1011814790006888848,8,-8
Destino-479 E08867,A-688889,2025-11-10 12:44:01,2025-11-18,224658.35,224658.35,A1011814790006888896,8,-8
Destino-479 E08867,A-688819,2025-11-10 09:54:00,2025-11-18,678687.46,678687.46,A1011814790006888199,8,-8
Destino-479 E08867,A-688870,2025-11-10 12:04:00,2025-11-18,739549.94,739549.94,A1011814790006888704,8,-8
