Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-255 E02787,A-686015,2025-11-02 13:44:01,2025-12-02,1001386.09,1001386.09,A0010012550006860150,30,-22
Destino-255 E02787,A-684567,2025-10-29 10:05:12,2025-11-28,446760.85,322167.34,A0010012550006845679,30,-18
Destino-255 E02787,A-684571,2025-10-29 10:25:13,2025-11-28,426153.16,426153.16,A0010012550006845717,30,-18
Destino-255 E02787,A-684347,2025-10-28 17:55:14,2025-11-27,681680.23,681680.23,A0010012550006843474,30,-17
Destino-255 E02787,A-683411,2025-10-25 18:45:11,2025-11-24,720328.41,720328.41,A0010012550006834118,30,-14
Destino-255 E02787,A-683419,2025-10-25 19:25:12,2025-11-24,683220.31,683220.31,A0010012550006834193,30,-14
Destino-255 E02787,A-680480,2025-10-17 17:05:15,2025-11-16,929687.56,929687.56,A0010012550006804802,30,-6
Destino-255 E02787,A-682138,2025-10-22 15:45:14,2025-11-21,514025.85,514025.85,A0010012550006821384,30,-11
Destino-255 E02787,A-680842,2025-10-18 15:25:16,2025-11-17,978603.9,978603.9,A0010012550006808427,30,-7
Destino-255 E02787,A-681811,2025-10-21 23:15:12,2025-11-20,927402.68,927402.68,A0010012550006818114,30,-10
Destino-255 E02787,A-679079,2025-10-14 09:25:19,2025-11-13,519785.76,512337.71,A0010012550006790795,30,-3
Destino-255 E02787,A-679085,2025-10-14 09:45:11,2025-11-13,519256.42,519256.42,A0010012550006790853,30,-3
Destino-255 E02787,A-679121,2025-10-14 12:05:12,2025-11-13,961940.96,961940.96,A0010012550006791212,30,-3
Destino-255 E02787,A-688752,2025-11-10 07:38:53,2025-12-10,684435.14,684435.14,A0010012550006887526,30,-30
Destino-255 E02787,A-688602,2025-11-09 14:33:59,2025-12-09,536110.61,536110.61,A0010012550006886024,30,-29
Destino-255 E02787,A-687903,2025-11-07 11:04:01,2025-12-07,427194.38,427194.38,A0010012550006879033,30,-27
Destino-255 E02787,A-687448,2025-11-06 09:04:01,2025-12-06,660943.04,660943.04,A0010012550006874482,30,-26
Destino-255 E02787,A-687838,2025-11-07 08:33:59,2025-12-07,671680.41,671680.41,A0010012550006878388,30,-27
Destino-255 E02787,A-687912,2025-11-07 11:44:02,2025-12-07,447944.94,447944.94,A0010012550006879120,30,-27
Destino-255 E02787,A-688605,2025-11-09 15:13:59,2025-12-09,514254.71,514254.71,A0010012550006886050,30,-29
