Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-2611 PL681 Patria,A-688055,2025-11-07 19:18:44,2025-11-25,443404.18,443404.18,A1011776110006880551,18,-15
Destino-2611 PL681 Patria,A-685996,2025-11-02 10:26:46,2025-11-20,439006.29,439006.29,A1011776110006859966,18,-10
Destino-2611 PL681 Patria,A-686858,2025-11-04 21:49:48,2025-11-22,214462.08,214462.08,A1011776110006868581,18,-12
Destino-2611 PL681 Patria,A-686859,2025-11-04 21:59:45,2025-11-22,418211.95,418211.95,A1011776110006868597,18,-12
