Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-576 E14925,A-687470,2025-11-06 10:34:05,2025-11-14,229312.19,229312.19,A1013365760006874708,8,-4
Destino-576 E14925,A-687471,2025-11-06 10:34:06,2025-11-14,213962.67,213962.67,A1013365760006874714,8,-4
Destino-576 E14925,A-687950,2025-11-07 13:04:00,2025-11-15,235058.67,235058.67,A1013365760006879500,8,-5
Destino-576 E14925,A-687951,2025-11-07 13:04:01,2025-11-15,228875.51,228875.51,A1013365760006879516,8,-5
Destino-576 E14925,A-687059,2025-11-05 14:34:48,2025-11-13,450625.92,450625.92,A1013365760006870590,8,-3
Destino-576 E14925,A-685947,2025-11-02 07:43:59,2025-11-10,231375.36,231375.36,A1013365760006859477,8,0
Destino-576 E14925,A-686669,2025-11-04 11:54:00,2025-11-12,213941.18,213941.18,A1013365760006866697,8,-2
Destino-576 E14925,A-686670,2025-11-04 11:54:01,2025-11-12,213898.2,213898.2,A1013365760006866707,8,-2
