Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-163 E06992,A-686360,2025-11-03 18:04:04,2025-11-13,216169.05,216169.05,A1010251630006863603,10,-3
Destino-163 E06992,A-686363,2025-11-03 18:24:01,2025-11-13,216321.24,216321.24,A1010251630006863630,10,-3
Destino-163 E06992,A-687400,2025-11-06 07:04:04,2025-11-16,217365.02,217365.02,A1010251630006874007,10,-6
Destino-163 E06992,A-687407,2025-11-06 07:14:04,2025-11-16,217017.1,217017.1,A1010251630006874076,10,-6
Destino-163 E06992,A-688032,2025-11-07 17:44:06,2025-11-17,231987.81,231987.81,A1010251630006880322,10,-7
Destino-163 E06992,A-688034,2025-11-07 17:54:04,2025-11-17,232174.0,232174.0,A1010251630006880343,10,-7
Destino-163 E06992,A-688212,2025-11-08 07:04:02,2025-11-18,219873.66,219873.66,A1010251630006882124,10,-8
Destino-163 E06992,A-688218,2025-11-08 07:14:02,2025-11-18,219719.81,219719.81,A1010251630006882187,10,-8
Destino-163 E06992,A-688429,2025-11-08 16:04:02,2025-11-18,234845.73,234845.73,A1010251630006884297,10,-8
Destino-163 E06992,A-688433,2025-11-08 16:14:00,2025-11-18,234586.39,234586.39,A1010251630006884334,10,-8
