Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-210 E04111,A-686282,2025-11-03 15:04:05,2025-12-03,428062.05,428062.05,A0010012100006862823,30,-23
Destino-210 E04111,A-686241,2025-11-03 12:44:00,2025-12-03,467014.17,467014.17,A0010012100006862413,30,-23
Destino-210 E04111,A-688396,2025-11-08 14:34:00,2025-12-08,428517.57,428517.57,A0010012100006883965,30,-28
Destino-210 E04111,A-688398,2025-11-08 14:44:00,2025-12-08,389012.23,389012.23,A0010012100006883986,30,-28
Destino-210 E04111,A-688403,2025-11-08 15:04:02,2025-12-08,389330.68,389330.68,A0010012100006884033,30,-28
Destino-210 E04111,A-688404,2025-11-08 15:04:03,2025-12-08,428452.49,428452.49,A0010012100006884049,30,-28
Destino-210 E04111,A-680015,2025-10-16 15:05:15,2025-11-15,463165.97,458486.26,A0010012100006800154,30,-5
Destino-210 E04111,A-680024,2025-10-16 15:25:15,2025-11-15,470297.47,470297.47,A0010012100006800240,30,-5
Destino-210 E04111,A-680178,2025-10-17 01:11:18,2025-11-16,663504.62,663504.62,A0010012100006801784,30,-6
Destino-210 E04111,A-681679,2025-10-21 14:35:14,2025-11-20,428409.11,428409.11,A0010012100006816790,30,-10
Destino-210 E04111,A-681688,2025-10-21 15:05:16,2025-11-20,428452.49,428452.49,A0010012100006816885,30,-10
Destino-210 E04111,A-678450,2025-10-11 21:25:12,2025-11-10,684022.93,684022.93,A0010012100006784501,30,0
Destino-210 E04111,A-678453,2025-10-11 22:25:12,2025-11-10,751883.19,751883.19,A0010012100006784538,30,0
Destino-210 E04111,A-685384,2025-10-31 13:41:16,2025-11-30,662808.51,586785.82,A0010012100006853845,30,-20
Destino-210 E04111,A-684308,2025-10-28 16:25:13,2025-11-27,466896.22,466896.22,A0010012100006843083,30,-17
Destino-210 E04111,A-681277,2025-10-20 15:11:47,2025-11-19,696856.26,696856.26,A0010012100006812771,30,-9
Destino-210 E04111,A-683544,2025-10-26 12:53:16,2025-11-25,908335.87,908335.87,A0010012100006835443,30,-15
Destino-210 E04111,A-687968,2025-11-07 14:04:01,2025-12-07,480414.81,480414.81,A0010012100006879686,30,-27
