Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-436 E14534,A-684945,2025-10-30 08:05:18,2025-11-14,213266.84,213266.84,A1012604360006849452,15,-4
Destino-436 E14534,A-685073,2025-10-30 15:25:14,2025-11-14,232291.4,232291.4,A1012604360006850738,15,-4
Destino-436 E14534,A-685081,2025-10-30 15:45:14,2025-11-14,226484.78,226484.78,A1012604360006850818,15,-4
Destino-436 E14534,A-685830,2025-11-01 15:24:02,2025-11-16,216277.93,216277.93,A1012604360006858301,15,-6
Destino-436 E14534,A-685839,2025-11-01 15:44:00,2025-11-16,216299.7,216299.7,A1012604360006858392,15,-6
Destino-436 E14534,A-687391,2025-11-06 06:54:00,2025-11-21,217105.26,217105.26,A1012604360006873912,15,-11
Destino-436 E14534,A-687395,2025-11-06 07:04:01,2025-11-21,234276.39,234276.39,A1012604360006873954,15,-11
Destino-436 E14534,A-688047,2025-11-07 18:44:00,2025-11-22,215929.61,215929.61,A1012604360006880474,15,-12
Destino-436 E14534,A-688048,2025-11-07 18:44:00,2025-11-22,235727.26,235727.26,A1012604360006880480,15,-12
Destino-436 E14534,A-688853,2025-11-10 11:24:02,2025-11-25,353458.31,353458.31,A1012604360006888537,15,-15
Destino-436 E14534,A-688864,2025-11-10 11:44:03,2025-11-25,362114.29,362114.29,A1012604360006888644,15,-15
Destino-436 E14534,A-688801,2025-11-10 09:24:26,2025-11-25,218604.79,218604.79,A1012604360006888010,15,-15
Destino-436 E14534,A-688802,2025-11-10 09:24:31,2025-11-25,218255.01,218255.01,A1012604360006888026,15,-15
