Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-535 E13987,A-687083,2025-11-05 14:35:07,2025-11-19,427758.79,427758.79,A1012075350006870833,14,-9
Destino-535 E13987,A-686765,2025-11-04 15:44:02,2025-11-18,230653.8,230653.8,A1012075350006867654,14,-8
Destino-535 E13987,A-686774,2025-11-04 16:04:03,2025-11-18,235795.86,235795.86,A1012075350006867740,14,-8
Destino-535 E13987,A-687454,2025-11-06 09:24:00,2025-11-20,229036.38,229036.38,A1012075350006874543,14,-10
Destino-535 E13987,A-687457,2025-11-06 09:44:01,2025-11-20,214061.95,214061.95,A1012075350006874579,14,-10
Destino-535 E13987,A-686340,2025-11-03 17:04:04,2025-11-17,234848.82,234848.82,A1012075350006863408,14,-7
Destino-535 E13987,A-688882,2025-11-10 12:24:03,2025-11-24,232268.02,232268.02,A1012075350006888828,14,-14
Destino-535 E13987,A-688897,2025-11-10 13:04:04,2025-11-24,216366.27,216366.27,A1012075350006888977,14,-14
Destino-535 E13987,A-688299,2025-11-08 10:04:06,2025-11-22,216409.7,216409.7,A1012075350006882999,14,-12
Destino-535 E13987,A-688309,2025-11-08 10:24:06,2025-11-22,232594.03,232594.03,A1012075350006883095,14,-12
