Destino,NumeroFactura,FechaFactura,Vencimiento,total,Saldo,ReferenciaBancaria,dias_credito,dias_vencido
Destino-370 E13941,A-687426,2025-11-06 08:04:01,2025-11-14,227891.09,227891.09,A1012263700006874262,8,-4
Destino-370 E13941,A-687432,2025-11-06 08:24:01,2025-11-14,216273.1,216273.1,A1012263700006874321,8,-4
Destino-370 E13941,A-686689,2025-11-04 12:44:00,2025-11-12,215834.35,215834.35,A1012263700006866894,8,-2
Destino-370 E13941,A-686695,2025-11-04 13:04:03,2025-11-12,215790.5,215790.5,A1012263700006866953,8,-2
